rssdid,year,FEDFUNDS,netloanchargeoffs_loans,netloanchargeoffs_loans_L1y,nonintexp_assets,nonintinc_assets,assets_share
480228,2003,.99666667,.3081131,1.032871,.0304518,.0207837,.0827234
480228,2004,1.95,.1112078,.3081131,.0250292,.018494,.0932776
480228,2005,3.98,.1726525,.1112078,.0231071,.0178501,.1217713
480228,2006,5.2466667,.1358098,.1726525,.0209039,.0163622,.1211085
480228,2007,4.4966667,.3389671,.1358098,.022132,.0070521,.120335
480228,2008,.50666667,1.761881,.3389671,.0239338,.0092784,.1213014
480228,2009,.12,2.439767,1.761881,.0261897,.017022,.1253024
480228,2010,.18666667,1.441016,2.439767,.0297921,.0223373,.1242684
480228,2011,.07333333,1.197164,1.441016,.0285448,.0182276,.1119844
480228,2012,.16,.9203444,1.197164,.0289612,.0212608,.1019308
480228,2013,.08666667,.3264011,.9203444,.0268924,.0175767,.0972575
480228,2014,.1,1.551255,.3264011,.0347375,.021554,.1011367
480228,2015,.16,.5160709,1.551255,.023244,.0160068,.1025989
480228,2016,.45,.3927124,.5160709,.0208788,.0150201,.099909
480228,2017,1.2033333,.5345699,.3927124,.0210971,.0140815,.100512
484422,1994,5.1666667,.1033632,,.0413695,.0201972,.0057715
484422,1995,5.72,.1772281,.1033632,.043913,.0293822,.0063767
484422,1996,5.28,.0910885,.1772281,.0453526,.0358836,.007119
484422,1997,5.5066667,.7404226,.0910885,.0557432,.0284262,.0250495
484422,1998,4.86,.4931573,.7404226,.0416149,.0267463,.0411074
484422,1999,5.3066667,.4840369,.4931573,.0368471,.0252277,.0402922
484422,2000,6.4733333,3.671706,.4840369,.0339721,.0349383,.0376787
484422,2001,2.1333333,1.222423,3.671706,.0316172,.0175613,.0361617
484422,2002,1.4433333,.8432034,1.222423,.0329037,.0188541,.0458405
484422,2003,.99666667,.4612588,.8432034,.0294732,.0150591,.0473267
484422,2004,1.95,.1223855,.4612588,.0266282,.0158784,.0471409
484422,2005,3.98,.1036423,.1223855,.0264581,.0139703,.053124
484422,2006,5.2466667,.1927107,.1036423,.0282404,.0203735,.0524604
484422,2007,4.4966667,.4100005,.1927107,.0254658,.0112603,.0598807
484422,2008,.50666667,-.8148405,.4100005,.0113186,-.0012092,.0524283
484422,2009,.12,2.020604,-.8148405,.028215,.0176207,.0436211
485559,1994,5.1666667,.2471089,,.0508026,.0366817,.0025108
485559,1995,5.72,.3397428,.2471089,.0567142,.0485796,.0025882
485559,1996,5.28,.5396097,.3397428,.0580506,.0531629,.0026532
485559,1997,5.5066667,.4845737,.5396097,.0597786,.0564644,.0026954
485559,1998,4.86,.2396366,.4845737,.0734944,.0669468,.0032863
485559,1999,5.3066667,.4809539,.2396366,.0638631,.0565071,.0030731
485559,2000,6.4733333,.701588,.4809539,.0750992,.0727115,.0028605
485559,2001,2.1333333,.8991799,.701588,.0762866,.0714876,.0031384
485559,2002,1.4433333,.5529341,.8991799,.0939986,.0908706,.0033629
485559,2003,.99666667,.3233115,.5529341,.0113186,.0044367,.0032497
485559,2004,1.95,.1992444,.3233115,.0505814,.0418299,.0035678
485559,2005,3.98,.1752429,.1992444,.044307,.0371647,.0040835
485559,2006,5.2466667,.2163373,.1752429,.043939,.0325083,.0038079
485559,2007,4.4966667,.7857484,.2163373,.0586186,.0097016,.0033664
485559,2008,.50666667,3.501724,.7857484,.0414976,.0432122,.00254
485559,2009,.12,3.937042,3.501724,.049232,.0277026,.0022099
485559,2010,.18666667,2.333528,3.937042,.0459103,.02396,.0020525
485559,2011,.07333333,1.791782,2.333528,.0414905,.0213964,.0018851
485559,2012,.16,.4624833,1.791782,.0409859,.0227698,.0017484
485559,2013,.08666667,.4289968,.4624833,.0417048,.0221402,.001598
485559,2014,.1,.2979386,.4289968,.0315183,.018524,.001636
485559,2015,.16,.0353024,.2979386,.0353454,.019491,.0016269
485559,2016,.45,-.0103757,.0353024,.0315009,.017052,.0016886
485559,2017,1.2033333,.1172406,-.0103757,.0318882,.0125467,.0023643
486752,1994,5.1666667,3.853789,,.1345185,.1183376,.0027218
486752,1995,5.72,3.268528,3.853789,.1089129,.1183376,.0029535
486752,1996,5.28,4.463761,3.268528,.1072895,.1183376,.002975
486752,1997,5.5066667,4.282991,4.463761,.1001353,.1183376,.0030033
486752,1998,4.86,4.604943,4.282991,.1345185,.1183376,.0026231
486752,1999,5.3066667,4.686036,4.604943,.1345185,.1183376,.0025993
486752,2000,6.4733333,4.146533,4.686036,.127494,.1183376,.0029404
486752,2001,2.1333333,5.626087,4.146533,.0801761,.1133114,.0047892
486752,2002,1.4433333,4.836455,5.626087,.080616,.0953155,.0067823
486752,2003,.99666667,5.159421,4.836455,.0831756,.1016389,.00757
486752,2004,1.95,5.026581,5.159421,.0931712,.1053962,.0066135
486752,2005,3.98,5.439231,5.026581,.1289739,.0948458,.004952
486752,2006,5.2466667,5.626087,5.439231,.1345185,.1183376,.0080759
486752,2007,4.4966667,3.888749,5.626087,.0992889,.1183376,.007236
486752,2008,.50666667,5.472589,3.888749,.0705583,.0722025,.0071488
486752,2009,.12,5.626087,5.472589,.0532129,.0526145,.0083764
486752,2010,.18666667,5.626087,5.626087,.0406144,.0155051,.0119564
488318,1994,5.1666667,3.02699,,.0323889,.0312206,.0019013
488318,1995,5.72,3.818961,3.02699,.0312267,.0166667,.0020457
489913,1994,5.1666667,3.588901,,.0641627,.0408125,.0025399
489913,1995,5.72,3.406222,3.588901,.0550987,.0423439,.0025328
489913,1996,5.28,3.897988,3.406222,.124837,.1029418,.0055576
489913,1997,5.5066667,2.549504,3.897988,.0399353,.0467526,.0063909
489913,1998,4.86,3.586497,2.549504,.0561446,.0694059,.0060951
489913,1999,5.3066667,3.085881,3.586497,.0551275,.0712884,.0062208
489913,2000,6.4733333,2.929414,3.085881,.0639932,.0726355,.0064671
489913,2001,2.1333333,3.063496,2.929414,.0558168,.0865636,.0081424
489913,2002,1.4433333,4.172343,3.063496,.0780504,.1183376,.0047064
489913,2003,.99666667,3.44788,4.172343,.0666415,.1153002,.0048966
489913,2004,1.95,3.544598,3.44788,.0989048,.0971191,.0107278
489913,2005,3.98,5.626087,3.544598,.0698625,.080917,.0084446
489913,2006,5.2466667,3.042574,5.626087,.0740847,.0833565,.0085024
489913,2007,4.4966667,4.161051,3.042574,.0890615,.0813517,.0071267
489913,2008,.50666667,5.038593,4.161051,.0571409,.0528523,.0084834
489913,2009,.12,5.626087,5.038593,.0580584,.0547579,.0077858
489913,2010,.18666667,5.626087,5.626087,.0517469,.0271576,.0109895
489913,2011,.07333333,4.077332,5.626087,.0594648,.0297151,.0093437
489913,2012,.16,3.504927,4.077332,.0555873,.028234,.0083429
489913,2013,.08666667,2.915583,3.504927,.0659035,.0446315,.0083466
489913,2014,.1,2.532079,2.915583,.0537847,.0232368,.0083952
489913,2015,.16,2.388336,2.532079,.0461307,.0180588,.0093521
489913,2016,.45,2.540291,2.388336,.0409777,.0040192,.0081109
489913,2017,1.2033333,2.82131,2.540291,.0392295,.0096665,.0082521
491224,1996,5.28,.2518426,,.0336708,.0139695,.0017236
491224,1997,5.5066667,.2076303,.2518426,.0354512,.01445,.0016924
491224,1998,4.86,.191013,.2076303,.0386619,.0189313,.0016698
491224,1999,5.3066667,.1707844,.191013,.0390274,.0173266,.0016114
491224,2000,6.4733333,.2225771,.1707844,.0373989,.0197408,.0016084
491224,2001,2.1333333,.3585543,.2225771,.0370811,.0206139,.0016739
491224,2002,1.4433333,.3485009,.3585543,.0339559,.01944,.0015936
491224,2003,.99666667,.2095598,.3485009,.0385233,.0205947,.0015105
491224,2004,1.95,.2581289,.2095598,.0363895,.0211674,.0014122
491224,2005,3.98,.5459443,.2581289,.0347725,.0195462,.0014301
491224,2006,5.2466667,.3165722,.5459443,.0351558,.020577,.0013498
491224,2007,4.4966667,.2743815,.3165722,.0367173,.0211595,.0012468
491224,2008,.50666667,.3530643,.2743815,.0402466,.0208803,.0011437
491224,2009,.12,.3586419,.3530643,.0372623,.018926,.0013511
491224,2010,.18666667,.7566361,.3586419,.0388532,.0097517,.001501
491224,2011,.07333333,2.088575,.7566361,.0396799,.0166397,.0015788
491224,2012,.16,.6655453,2.088575,.0364564,.0044624,.0014458
491224,2013,.08666667,.3544605,.6655453,.0372352,.0127651,.0014149
491224,2015,.16,.12407,,.0331376,.0132207,.0019636
491224,2016,.45,.1683723,.12407,.0330047,.0141399,.0019544
491224,2017,1.2033333,.1207644,.1683723,.0340665,.0163757,.001971
497404,2002,1.4433333,.259018,,.0257397,.0123289,.0033609
497404,2003,.99666667,.2519074,.259018,.0235313,.0118151,.0035394
497404,2004,1.95,.2224917,.2519074,.0369739,.0117572,.003464
497404,2005,3.98,.2236837,.2224917,.0258748,.0117871,.0036098
497404,2006,5.2466667,.2211651,.2236837,.0275766,.0110747,.0040077
497404,2007,4.4966667,.3270169,.2211651,.0264277,.0099133,.0041694
497404,2008,.50666667,.6558878,.3270169,.0322923,.0111587,.0083849
497404,2009,.12,.9135777,.6558878,.0243695,.0086458,.0119758
497404,2010,.18666667,.6737394,.9135777,.0243308,.0080556,.0141472
497404,2011,.07333333,.9306711,.6737394,.0303557,.006347,.0144983
497404,2012,.16,.6547911,.9306711,.0233638,.0066421,.0141054
497404,2013,.08666667,.4404282,.6547911,.0230855,.0067213,.0147629
497404,2014,.1,.3096172,.4404282,.0212864,.006008,.0147957
497404,2015,.16,.2515943,.3096172,.0169386,.0057628,.015423
497404,2016,.45,.2431375,.2515943,.0172406,.0052809,.0160231
497404,2017,1.2033333,.3618132,.2431375,.0166946,.0054113,.0165439
501105,1994,5.1666667,.3921216,,.0313384,.0118227,.0022037
501105,1995,5.72,.2847995,.3921216,.0336715,.0180828,.0023676
501105,1996,5.28,.4829221,.2847995,.0353887,.0171642,.0024335
501105,1997,5.5066667,.3556554,.4829221,.0329333,.015715,.0026774
501105,1998,4.86,.2802808,.3556554,.0274355,.0131282,.0037089
501105,1999,5.3066667,.3069575,.2802808,.0273318,.0129713,.0038001
501105,2000,6.4733333,.219512,.3069575,.0330377,.0148899,.0045514
501105,2001,2.1333333,.3349394,.219512,.0301962,.0152517,.0047853
501105,2002,1.4433333,.4832773,.3349394,.0262213,.0137924,.0046958
501105,2003,.99666667,.3613657,.4832773,.0298,.0178848,.0065864
501105,2004,1.95,.2876118,.3613657,.0263664,.0168548,.0063361
501105,2005,3.98,.2277815,.2876118,.0263338,.0175166,.0061199
501105,2006,5.2466667,.2274509,.2277815,.0259243,.0168303,.0057088
501105,2007,4.4966667,.4383146,.2274509,.0265425,.0157972,.0058731
501105,2008,.50666667,1.179388,.4383146,.0249202,.0147497,.0053482
501105,2009,.12,1.049249,1.179388,.0271548,.0172864,.0058033
501105,2010,.18666667,.592917,1.049249,.0271112,.0182296,.0056216
501105,2011,.07333333,.4939922,.592917,.0312074,.016021,.0059008
501105,2012,.16,.2663372,.4939922,.0271246,.0193754,.0056762
501105,2013,.08666667,.2580999,.2663372,.0319802,.0177786,.0057228
501105,2014,.1,.1930654,.2580999,.025006,.0159544,.006163
501105,2015,.16,.1641195,.1930654,.0234231,.012727,.0076418
501105,2016,.45,.2161291,.1641195,.0226669,.012677,.0073038
501105,2017,1.2033333,.1232901,.2161291,.0237966,.0130398,.0067756
504713,1994,5.1666667,.0866073,,.032612,.0145438,.0020608
504713,1995,5.72,.2925296,.0866073,.0351378,.0178359,.0019512
504713,1996,5.28,.44746,.2925296,.0305715,.0184542,.0021807
504713,1997,5.5066667,.4249977,.44746,.0315523,.0204177,.0021387
504713,1998,4.86,.5779732,.4249977,.0453169,.0192412,.0032021
504713,1999,5.3066667,.7847229,.5779732,.0604339,.0481683,.0070584
504713,2000,6.4733333,.475714,.7847229,.0250418,.0193992,.0117981
504713,2001,2.1333333,.8887148,.475714,.0335199,.0250178,.0259345
504713,2002,1.4433333,1.22565,.8887148,.0321502,.0269884,.0253088
504713,2003,.99666667,.9406278,1.22565,.031472,.0257497,.0253217
504713,2004,1.95,.4945244,.9406278,.0321982,.0276799,.0235046
504713,2005,3.98,.5918729,.4945244,.0275992,.0278388,.0235011
504713,2006,5.2466667,.4470576,.5918729,.0282303,.0288406,.0220527
504713,2007,4.4966667,.5497541,.4470576,.0337888,.0295953,.0213355
504713,2008,.50666667,1.317072,.5497541,.0287816,.025215,.0215971
504713,2009,.12,2.249762,1.317072,.0314826,.0292538,.0236351
504713,2010,.18666667,1.833946,2.249762,.0318493,.028208,.0253403
504713,2011,.07333333,1.136136,1.833946,.0318146,.0287029,.0253623
504713,2012,.16,.7931362,1.136136,.0303537,.025723,.0238625
504713,2013,.08666667,.526208,.7931362,.0282815,.0230408,.0244534
504713,2014,.1,.4894701,.526208,.0267006,.0217369,.0256347
504713,2015,.16,.4639455,.4894701,.0270938,.0218145,.0261274
504713,2016,.45,.4642317,.4639455,.0266661,.0216008,.026266
504713,2017,1.2033333,.4584309,.4642317,.0337345,.0205786,.0261692
510871,2003,.99666667,.6285105,,.0143615,.0126662,.0016796
510871,2004,1.95,.4016025,.6285105,.011615,.0024377,.0018743
510871,2005,3.98,.5418606,.4016025,.0125529,.0023581,.0021523
510871,2006,5.2466667,.7412457,.5418606,.0145557,-.0005546,.0016724
510871,2007,4.4966667,.646809,.7412457,.018345,.0016598,.0014904
510871,2008,.50666667,1.137749,.646809,.0164193,.0011724,.0015257
510871,2009,.12,2.254102,1.137749,.0173198,.0024227,.0016775
510871,2010,.18666667,5.626087,2.254102,.0208902,.0020615,.0013064
511515,1994,5.1666667,1.545441,,.0336465,.0227042,.0041661
517900,2010,.18666667,.481989,,.0259504,.0097168,.0017631
517900,2011,.07333333,.1408819,.481989,.024168,.0078771,.0025127
517900,2012,.16,.1799311,.1408819,.0254341,.0099724,.0025496
517900,2013,.08666667,.3774457,.1799311,.0238531,.0096644,.0025491
517900,2014,.1,.3934843,.3774457,.0242749,.0078689,.0024733
517900,2015,.16,.3166152,.3934843,.0253295,.0086944,.0024947
529060,1994,5.1666667,-.0257242,,.03584,.0138604,.0018968
529060,1995,5.72,.1788297,-.0257242,.0358852,.0216011,.0020371
536219,1995,5.72,.1284132,,.0277806,.0086109,.001739
536219,1996,5.28,.2186951,.1284132,.0254572,.038388,.0018008
536219,1997,5.5066667,.1751897,.2186951,.0320309,.0164084,.0017806
536219,1998,4.86,.1606027,.1751897,.0214747,.0095314,.0018266
536219,1999,5.3066667,.0925974,.1606027,.0199089,.0135401,.0021177
536219,2000,6.4733333,.0660387,.0925974,.0135752,.0084395,.0027766
536219,2001,2.1333333,.0503045,.0660387,.014343,.0064981,.0030732
536219,2002,1.4433333,.0697455,.0503045,.012885,.0056074,.0031845
541101,1994,5.1666667,.4290923,,.0325243,.0257021,.0098234
541101,1995,5.72,.1250821,.4290923,.0311362,.0271806,.0099347
541101,1996,5.28,.145645,.1250821,.0372403,.0318178,.0114444
541101,1997,5.5066667,.5044098,.145645,.0317178,.03045,.0112534
541101,1998,4.86,.0522487,.5044098,.0304418,.0328663,.0111003
541101,1999,5.3066667,.1372886,.0522487,.0279845,.030824,.0126172
541101,2000,6.4733333,.379367,.1372886,.032208,.0386993,.01207
541101,2001,2.1333333,2.952684,.379367,.0322619,.0371548,.0121197
541101,2002,1.4433333,2.934079,2.952684,.0360545,.0404695,.0107762
541101,2003,.99666667,.5167768,2.934079,.043456,.0450564,.0119485
541101,2004,1.95,.1326883,.5167768,.0452171,.046436,.0111382
541101,2005,3.98,1.790274,.1326883,.040341,.0457912,.0096616
541101,2006,5.2466667,.2811053,1.790274,.0445365,.0479337,.0087027
541101,2007,4.4966667,.2439024,.2811053,.0382807,.0444014,.0106029
541101,2008,.50666667,.2188383,.2439024,.0359902,.0397614,.0161015
541101,2009,.12,.4143646,.2188383,.0360371,.0334804,.0140484
541101,2010,.18666667,.2741252,.4143646,.0398477,.0385055,.0152407
541101,2011,.07333333,.3536823,.2741252,.029492,.0250893,.0196627
541101,2012,.16,.0999072,.3536823,.0274604,.024543,.0195306
541101,2013,.08666667,0,.0999072,.0255271,.0222368,.0201219
541101,2014,.1,.0890373,0,.0338894,.0218565,.0195429
541101,2015,.16,1.879878,.0890373,.0221514,.0206855,.0199814
541101,2016,.45,-.0118053,1.879878,.0254527,.0255769,.0153409
541101,2017,1.2033333,-.027114,-.0118053,.0275004,.0213518,.017061
554008,1994,5.1666667,.5800102,,.0369784,.0184666,.0032383
554008,1995,5.72,.7418672,.5800102,.0845781,.0157961,.0030911
556860,1994,5.1666667,.9839684,,.0411522,.0195569,.0019268
556860,1995,5.72,.0485959,.9839684,.0416992,.0213473,.0018704
564605,2012,.16,.2091583,,.0113186,.0002692,.0028073
564605,2013,.08666667,.2461025,.2091583,.0113186,.000249,.0026189
564605,2014,.1,.1272292,.2461025,.0113186,.0001726,.0023494
570231,1998,4.86,.4411214,,.0546375,.0142172,.0019319
570231,1999,5.3066667,.242039,.4411214,.0277276,.0135043,.0019066
570231,2000,6.4733333,.1932812,.242039,.0219526,.0067323,.0019061
570231,2001,2.1333333,.329324,.1932812,.0238564,.0070205,.0020497
570231,2002,1.4433333,.4103869,.329324,.0216216,.0063348,.0022721
570231,2003,.99666667,.2891824,.4103869,.0225491,.0065905,.0021752
570231,2004,1.95,.107632,.2891824,.0238775,.0078743,.0022829
570231,2005,3.98,.0791168,.107632,.0247215,.0126432,.0024073
570231,2006,5.2466667,.1099128,.0791168,.0226433,.0084973,.0023015
570231,2007,4.4966667,.7750073,.1099128,.0227614,.0084403,.0023775
570231,2008,.50666667,5.626087,.7750073,.1144851,.0044856,.0021153
576710,2002,1.4433333,.519304,,.0248344,.0175821,.0014662
576710,2003,.99666667,.4172548,.519304,.0228687,.0095554,.0015855
576710,2004,1.95,.371137,.4172548,.0226476,.0093027,.0017844
576710,2005,3.98,.5803683,.371137,.0226253,.0092363,.0017421
576710,2006,5.2466667,.3892161,.5803683,.0239949,.010571,.0017751
601050,1997,5.5066667,.943939,,.0669888,.0385913,.0016972
601050,1998,4.86,.476609,.943939,.0375203,.0235829,.0016993
601050,1999,5.3066667,.3967667,.476609,.0384294,.0246071,.0016578
601050,2001,2.1333333,.627486,,.0361274,.0256731,.0016927
601050,2002,1.4433333,.5650778,.627486,.0378301,.0251194,.001603
601050,2003,.99666667,.3943848,.5650778,.0343893,.0255518,.0016176
601050,2004,1.95,.3797039,.3943848,.0358973,.025357,.0015474
601050,2005,3.98,.5608504,.3797039,.0385069,.0289803,.0014042
601050,2006,5.2466667,.3270318,.5608504,.0365809,.0266824,.0014065
601050,2007,4.4966667,.5159249,.3270318,.0382803,.0276579,.0013512
601050,2008,.50666667,.9267806,.5159249,.0393166,.0224204,.0014374
601050,2009,.12,1.410353,.9267806,.0354959,.024706,.0015358
601050,2010,.18666667,.9138899,1.410353,.037908,.0259873,.0015373
601050,2011,.07333333,.6795451,.9138899,.0326959,.0206779,.0015728
601050,2012,.16,.4400994,.6795451,.0310658,.021787,.0015225
601050,2013,.08666667,.2753874,.4400994,.0274226,.0193522,.0015564
601050,2014,.1,.3369744,.2753874,.0281045,.0188262,.0015344
606046,2001,2.1333333,.390609,,.0318477,.0153037,.001461
606046,2002,1.4433333,.4248841,.390609,.0330672,.0130086,.0014649
606046,2005,3.98,.1493436,,.0310252,.0180121,.0013247
606046,2006,5.2466667,.2449799,.1493436,.0330767,.0164661,.0012196
606046,2007,4.4966667,.2021649,.2449799,.0331469,.0165484,.0012093
606046,2008,.50666667,.5566047,.2021649,.0457387,.0261181,.0011129
606046,2009,.12,1.258703,.5566047,.0369696,.0188631,.0011257
612618,1999,5.3066667,.3074685,,.0340117,.0309289,.0016122
612618,2000,6.4733333,1.506379,.3074685,.0274476,.0176061,.0022492
612618,2001,2.1333333,2.873995,1.506379,.0268939,.0120153,.0024274
612618,2002,1.4433333,.9145889,2.873995,.0509557,.0457381,.0025189
612618,2003,.99666667,2.483332,.9145889,.0574109,.0599756,.0022731
612618,2004,1.95,.6131357,2.483332,.0413654,.026802,.0020004
613307,2012,.16,.1805657,,.0287121,.0112317,.0020805
613307,2013,.08666667,.167834,.1805657,.0269738,.0104903,.0022368
613307,2014,.1,.1266789,.167834,.0244287,.0096981,.0022973
613307,2015,.16,.0865274,.1266789,.0239409,.0103953,.0024065
613307,2016,.45,.0613148,.0865274,.0228269,.0091179,.0023995
613307,2017,1.2033333,.0788933,.0613148,.0223208,.0089203,.0025363
619877,2012,.16,1.595806,,.0392938,.0281216,.0040519
619877,2013,.08666667,1.287032,1.595806,.0466533,.0250136,.0042646
619877,2014,.1,1.143732,1.287032,.0454618,.0273749,.0043242
619877,2015,.16,1.297667,1.143732,.0503946,.0264206,.0044519
619877,2016,.45,1.442368,1.297667,.0499119,.0290109,.0046313
619877,2017,1.2033333,1.491049,1.442368,.0556346,.0294129,.0046208
626446,1997,5.5066667,.2173973,,.0276497,.0152516,.0031475
626446,1998,4.86,.2191641,.2173973,.0341584,.0157145,.004211
626446,1999,5.3066667,.2058481,.2191641,.0200048,.0143717,.0035195
636043,2000,6.4733333,.8085096,,.0185279,.0096819,.0016899
651411,1994,5.1666667,1.637584,,.0983001,.0564407,.0019028
651411,1995,5.72,2.15624,1.637584,.0740248,.0615716,.0017802
651411,1996,5.28,3.260077,2.15624,.0612498,.0500272,.0023439
651411,1997,5.5066667,2.601267,3.260077,.049596,.025206,.0050957
651411,1998,4.86,2.284928,2.601267,.1345185,.1183376,.0056193
651411,1999,5.3066667,1.470866,2.284928,.0707522,.0505799,.0059499
651411,2000,6.4733333,.7062077,1.470866,.017985,.0159388,.0062924
651411,2001,2.1333333,1.290555,.7062077,.0470477,.0259965,.0067955
651411,2002,1.4433333,.6449284,1.290555,.0408294,.0259618,.0076194
651411,2003,.99666667,3.211824,.6449284,.0328251,.021413,.0087272
664756,2013,.08666667,.025517,,.0143596,.0052811,.0012644
665931,2009,.12,.633551,,.0249143,.0189836,.0010818
669667,1994,5.1666667,.8858365,,.0359091,.0162566,.0063137
669667,1995,5.72,.5563632,.8858365,.0340277,.0179755,.0061768
670234,1998,4.86,1.851527,,.1307343,.0713136,.0026408
670234,1999,5.3066667,.6816635,1.851527,.0298289,.0182575,.0022753
670234,2000,6.4733333,.6602364,.6816635,.0289549,.012951,.0018744
671576,2004,1.95,.1318979,,.0113186,.0061182,.0013527
671576,2005,3.98,.1068372,.1318979,.0113186,.0001393,.0012313
675332,1994,5.1666667,.164838,,.0243825,.0168091,.002742
675332,1995,5.72,.5231414,.164838,.0228837,.0151551,.002898
675332,1996,5.28,.3049598,.5231414,.022345,.0142486,.0032969
675332,1997,5.5066667,.0891015,.3049598,.0224618,.0148374,.0034289
675332,1998,4.86,.1005052,.0891015,.0225828,.0147495,.0036279
675332,1999,5.3066667,.3852889,.1005052,.0207824,.0138718,.0040993
675332,2000,6.4733333,.2783474,.3852889,.0274161,.0174125,.0161755
675332,2001,2.1333333,.4626469,.2783474,.0299826,.0183369,.0159037
675332,2002,1.4433333,.4669375,.4626469,.0271505,.0164691,.0165537
675332,2003,.99666667,.3178043,.4669375,.0258559,.0157354,.0166599
675332,2004,1.95,.163362,.3178043,.0281397,.0180614,.0158094
675332,2005,3.98,.1551495,.163362,.024119,.0147452,.0199415
675332,2006,5.2466667,.4757836,.1551495,.0234281,.0146002,.0184872
675332,2007,4.4966667,.507997,.4757836,.0288675,.0182704,.0160509
675332,2008,.50666667,1.685958,.507997,.0316361,.0044471,.0152711
675332,2009,.12,2.77054,1.685958,.0324209,.0117714,.0140541
675332,2010,.18666667,2.081641,2.77054,.0327323,.0161988,.0136242
675332,2011,.07333333,1.512829,2.081641,.0319311,.0118812,.0131459
675332,2012,.16,1.276392,1.512829,.0315961,.0196547,.0116915
675332,2013,.08666667,.3946433,1.276392,.0289233,.0153004,.0116177
675332,2014,.1,.2757024,.3946433,.0290198,.0164765,.0119435
675332,2015,.16,.2394124,.2757024,.0252087,.0143626,.0116857
675332,2016,.45,.3676445,.2394124,.0252428,.0141858,.0119449
675332,2017,1.2033333,.3027428,.3676445,.0277906,.0163035,.0115711
676656,2007,4.4966667,.1088348,,.0245642,.0104927,.0010849
676656,2008,.50666667,.4523921,.1088348,.0233834,.0241385,.0010192
680345,1997,5.5066667,.6446497,,.0499775,.0315265,.0014795
680345,1998,4.86,.6025963,.6446497,.0905369,.0477986,.0016572
682563,2005,3.98,.1923023,,.0318987,.018456,.0013295
682563,2006,5.2466667,.1802146,.1923023,.0309768,.0168524,.0013473
682563,2007,4.4966667,.1796547,.1802146,.0326126,.0186609,.0012496
682563,2008,.50666667,.2448728,.1796547,.0317798,.0173559,.0012468
682563,2009,.12,.9574605,.2448728,.0318692,.0204189,.0013977
682563,2010,.18666667,.5479081,.9574605,.0295635,.0151944,.0014794
682563,2011,.07333333,.2644395,.5479081,.0277012,.0126094,.0015635
682563,2012,.16,.2200448,.2644395,.0247825,.0118921,.0016034
682563,2013,.08666667,.2777449,.2200448,.0250206,.0122578,.0016533
682563,2014,.1,.1154091,.2777449,.0236421,.0113052,.0018201
682563,2015,.16,.2964858,.1154091,.0240499,.011312,.0017897
682563,2016,.45,.1893045,.2964858,.0254487,.0120641,.0018001
682611,2008,.50666667,1.371705,,.0553385,.0170028,.0011061
